@relation germany2
@attribute "Area Name" string
@attribute Type {'Rural','Urban'}
@attribute State {'Baden-Wuerttemberg','Bavaria','Berlin','Brandenburg','Bremen','Hamburg','Hesse','Lower Saxony','Mecklenburg-Vorpommern','NRW','Rhineland-Palatinate','Saarland','Saxony','Saxony-Anhalt','Schleswig-Holstein','Thuringia'}
@attribute Region {'West','East'}
@attribute "CDU 2005" numeric
@attribute "SPD 2005" numeric
@attribute "FDP 2005" numeric
@attribute "GREEN 2005" numeric
@attribute "LEFT 2005" numeric
@attribute "Non-Voters 2005" numeric
@attribute "CDU 2009" numeric
@attribute "SPD 2009" numeric
@attribute "FDP 2009" numeric
@attribute "GREEN 2009" numeric
@attribute "LEFT 2009" numeric
@attribute "Non-Voters 2009" numeric
@attribute "Pop. density" numeric
@attribute "Elderly pop." numeric
@attribute "Old pop." numeric
@attribute "Mid-aged pop." numeric
@attribute "Young pop." numeric
@attribute "Children pop." numeric
@attribute "Migration balance" numeric
@attribute "Social welfare" numeric
@attribute "Poor elderly inh." numeric
@attribute "Poor child." numeric
@attribute "High-school degree" numeric
@attribute "No school degree" numeric
@attribute "Child care" numeric
@attribute "Business Regstr." numeric
@attribute Income numeric
@attribute Employees numeric
@attribute GPD numeric
@attribute Unemployed numeric
@attribute "Unemployed Youth" numeric
@attribute "Permanently unemployed " numeric
@attribute "Agricult. workf." numeric
@attribute "Ind. workf." numeric
@attribute "Service workf." numeric
@attribute "Pub. serv. workf." numeric
@attribute Cars numeric
@attribute Tractors numeric
@attribute "Registrd. Web Doms." numeric
@attribute Bankruptcies numeric
@data
'Muehldorf a.Inn','Rural','Bavaria','West',59.3,18.9,8.5,5.6,2.8,25.2,52.6,11.9,12.8,8.1,5,32.8,136.9,19.7,27.8,25.9,8.1,18.5,3,0.8,32.5,2,19.1,6.6,6,112.9,19240,35.2,24847,4.6,4,36,3.1,30.7,15.8,13.4,549,10,0.151,52.3
'Munich (district)','Rural','Bavaria','West',45.3,24.1,14.6,10.6,2.6,16.6,39.8,16.7,19.6,12.7,4.5,20.9,479.1,20.1,26.6,27.9,7.3,18,6,0.2,31.5,10,40.7,3,16,172.9,25924,35,81864,3,2.4,24,1.2,86.4,138.9,46.3,741,1,0.297,69.7
'Neuburg-Schrobenhausen','Rural','Bavaria','West',57.8,22.1,7.8,4.8,3,22.5,52.6,13.2,13.5,7.2,5.7,29.9,123.4,18.1,27.5,26.9,8.3,19.2,2,0.2,42.9,14.1,20,4.7,8,92.9,18657,37.8,28555,2.5,2.2,22,2,23.3,12.8,12.2,579,10,0.09,83.8
'Pfaffenhofen a.d.Ilm','Rural','Bavaria','West',53.1,23.7,9.3,6.4,3.2,21.7,48.3,13.7,14.1,9.1,5.6,28.4,153.8,17.1,28.1,27.6,8.2,19,2,0.3,31.4,9.8,16.1,8.1,11,116.8,20235,38.1,24196,2.2,2.1,16,2.3,22.7,17.1,13.1,573,9,0.131,135.2
'Rosenheim','Rural','Bavaria','West',56.1,19.7,9.4,7.7,2.3,20.7,47.7,12.1,14.5,11.2,4.2,27.1,172.8,19.5,27.9,26,7.9,18.7,4,0.5,33.7,3.8,18.2,5.5,11,137.3,23077,33.3,23476,3.2,2.8,24,5.3,51.3,39.2,30.5,559,8,0.159,49.6
'Starnberg','Rural','Bavaria','West',46.9,20.3,15.8,12.5,2.1,15.7,39.2,14.1,22.1,14.7,3.7,20,266.6,22.2,27.7,25.3,6.6,18.2,2,0.2,25.4,5.5,39.2,4.1,14,148.9,29104,30.5,34386,2.9,2.4,26,0.9,22.7,26.6,19.5,590,3,0.265,75.3
'Traunstein','Rural','Bavaria','West',56.9,20.1,8.3,7.4,2.8,21.8,47.7,12.7,12.8,12.1,5.1,29.7,111.2,21.7,27.8,24.9,7.8,17.8,2,0.4,32.1,5.9,21.7,5.8,8,114.9,19275,33.4,27691,3.3,2.3,24,4.4,48.3,29.4,22.4,568,10,0.126,58.2
'Weilheim-Schongau','Rural','Bavaria','West',51.6,22.6,9.7,8.3,3.4,19.9,43.4,14.6,14.8,11.7,5.7,26,135.4,20.1,27.7,25.3,7.9,19,1,0.5,21.3,4.5,21.6,5.4,11,102.7,20008,35,28611,3.1,2.8,27,3.1,39.8,20.1,16.6,562,9,0.134,95.1
'Landshut','Urban','Bavaria','West',51.1,23.8,9.4,8.5,3.5,26.1,44.3,14.8,15,12,6.2,33.3,953.3,22,26.8,27.6,8.3,15.3,6,0.3,33.5,5.7,29.1,2.7,12,98,20406,34.7,43567,5.2,4.8,22,0.2,14.9,22.3,21.1,495,2,0.115,45.5
'Passau','Urban','Bavaria','West',48.5,25.3,11,7.9,3.8,28.9,40.2,17.1,16.4,10.4,7.8,34.5,727.7,21.8,27.5,26.9,10.6,13.2,4,0.4,30.1,4.2,31.4,5.2,15,136.6,18019,28.8,50483,6.4,5.4,29,0.1,17,19.5,17.6,491,2,0.144,60.3
'Straubing','Urban','Bavaria','West',56.5,23.4,7.7,4.1,3.7,31.3,48.3,15.1,14.2,6.4,7.2,39.9,658.4,21.7,28.8,26.7,8.2,14.7,6,1,29.6,4,29.5,7.6,7,110.4,19514,34,41394,6,4.5,28,0.3,13.2,16,12,520,2,0.114,117.2
'Deggendorf','Rural','Bavaria','West',57.9,20.7,7.7,3.9,3.4,28.4,46.4,14.5,14.6,7,7.4,37.8,135.7,18.8,28.7,26.6,8.4,17.5,-1,0.2,53.2,3,20.3,5.6,8,109.1,18049,35.5,28544,4.3,3.8,21,2.7,34.1,21.2,17.3,565,10,0.114,62.4
'Freyung-Grafenau','Rural','Bavaria','West',57.3,20.2,8.1,3.5,4.3,30.3,46.5,14.5,14.1,5.9,8.9,40,81,19.4,29.2,25.3,8.3,17.8,0,0.2,41.7,5.4,20.6,5.4,14,91.7,16873,33.7,19251,4.6,3.6,18,1.8,18.5,10.3,10.7,557,15,0.099,38.6
'Kelheim','Rural','Bavaria','West',53.5,24.1,9,5.6,3.1,24.1,48.6,16,13.5,7.7,5.6,31.7,106,17.7,27.4,27.1,8.4,19.4,0,0.2,38.3,6,17.8,6.7,9,98.3,18980,37.5,23613,3.3,3.2,24,2.6,30.3,16.7,12.3,577,10,0.12,46.2
'Landshut','Rural','Bavaria','West',58.5,19,9.3,5.3,2.8,21.2,50.4,12.2,14.3,8.5,5.5,28.9,110.1,17.1,28.3,27.2,8.1,19.4,-1,0.2,29.2,3.1,9.5,5.9,9,117,19078,37.9,27399,2.9,2.9,19,4.2,35.3,20.6,12.3,592,10,0.137,62.2
'Passau','Rural','Bavaria','West',56.5,22.3,8.8,4.2,3.4,28.2,46,14.7,15.3,7,7.9,37,122.6,19.8,28.4,26,8.1,17.7,1,0.2,38.2,7.1,15.6,4.7,11,114.1,18301,34.3,22501,4.5,3.8,24,4.6,47,26.9,19.4,570,11,0.094,38.5
'Regen','Rural','Bavaria','West',56.8,22.6,7.3,3.3,3.9,29.1,46.4,17.3,13.3,5.5,7.7,39.6,81.4,20.1,29.3,25.5,8.4,16.8,-1,0.2,44.8,1.7,15.9,7.4,7,86.9,16770,33.8,21758,4.9,4.3,19,1.7,20.1,11.4,10,545,13,0.126,35.5
'Rottal-Inn','Rural','Bavaria','West',61.3,18.8,7.6,4.5,2.5,26.2,50,13.1,14.2,7.4,5.5,36.1,92.2,20.4,27.7,25.3,8.1,18.4,-1,0.2,44.4,2.1,17.7,7.4,9,110.3,18343,34.8,24436,3.9,4,25,4.4,32.1,17.4,13.5,591,15,0.088,9.1
'Straubing-Bogen','Rural','Bavaria','West',62.8,18,7.3,3,2.9,21.5,53.5,11.6,13.8,4.8,5.4,28.7,81.2,17.8,28.5,26.5,8.2,19,0,0.1,34.4,2.4,19.3,5.9,8,103.9,17593,36,18735,3.3,2.8,23,3.5,21.2,8.6,9.7,584,15,0.075,46.7
'Dingolfing-Landau','Rural','Bavaria','West',59.4,21.2,7.1,3.6,2.6,25.6,50.1,14.5,13.5,5.6,5.7,34.8,103.3,18.4,28.5,26.3,8.5,18.3,-3,0.1,39.1,0,21.3,3.7,10,86,18926,38.9,41820,3.2,3.6,22,3.2,60.6,14.4,8.7,601,11,0.078,28.6
'Amberg','Urban','Bavaria','West',45.5,30.4,8.2,6.4,4.4,28.4,39.6,19.3,13.5,9,8.7,35.7,871.9,22.1,27.7,26.2,8.5,15.6,-2,0.3,28.5,8.1,31.6,7,9,81.5,18948,32.4,39825,7.7,6.9,31,0.1,19.3,9.8,11.4,511,2,0.124,173.7
'Regensburg','Urban','Bavaria','West',43.3,27.5,9.5,12,4,27.1,37.8,17.9,13.5,14.7,7.6,32.3,1663.2,19,25.3,32.1,9.3,14.3,5,0.3,24.2,8.8,36.6,5.6,17,91.9,19110,34.9,63335,6.3,4.4,31,0.3,66.3,53.4,45.4,535,1,0.359,78.9
'Weiden i.d.Opf.','Urban','Bavaria','West',45.7,32.9,7,5.5,4.5,28.1,39.3,22.5,12.1,8.1,9,33.8,596.4,22.4,27.2,25.8,8.3,16.4,2,0.4,27.2,15.9,29.2,4.4,9,77.6,18251,32.5,43136,7.5,8.8,30,0.2,13.7,18.2,12.7,548,2,0.078,97.4
'Amberg-Sulzbach','Rural','Bavaria','West',48.5,30.2,7,5,3.8,21.7,42,20.1,12.3,7.7,7.9,28,84.2,19.6,28.4,25.1,8.8,18,-2,0.4,25.9,3.6,7.7,6.1,11,73.6,17113,36.3,18782,4.3,3.8,30,1.8,23.6,10.7,10.8,574,11,0.479,81.6
'Cham','Rural','Bavaria','West',58.7,20.7,7.4,3.6,3.4,26.7,51.4,13,12.4,6.1,7.4,35.4,85,19.4,28.7,25.9,8.5,17.5,-2,0.4,31.7,4.6,16.1,5,8,100.6,17272,36,26812,4.1,3,17,4,44.9,19.8,16.5,590,14,0.09,36.3
'Neumarkt i.d.Opf.','Rural','Bavaria','West',58.1,21.2,7.5,5.2,3,19.8,49.3,13.4,12.9,8.9,5.7,26.3,95.3,17.8,27.8,26.5,8.7,19.2,1,0.4,27.4,5.2,24.9,4.7,8,89.5,18691,36.7,27255,3,2.7,21,2.2,38,19.5,14.9,567,11,0.102,35.8
'Neustadt a.d. Waldnaab','Rural','Bavaria','West',50.2,30.8,6.2,3.6,3.4,20.3,43.6,20.8,11.5,6.5,7.1,26.1,68.5,19,28.2,25.8,8.6,18.4,-4,0.2,21.9,16.5,15.7,7.3,10,75.7,17023,35.5,20548,4.3,4.1,26,2.3,26.7,8.9,9.3,583,12,0.119,49.9
'Regensburg','Rural','Bavaria','West',51.6,25.1,8.6,6.3,3.4,21.2,45.7,16.9,13.6,8.2,6.2,27.8,131.5,17.1,29.4,26.7,8.2,18.7,2,0.1,37.6,8.6,10.9,4.9,8,97.5,18891,37.7,16903,2.7,2.5,22,2.9,33.3,21.5,14,582,8,0.105,40.1
'Schwandorf','Rural','Bavaria','West',48.8,31.1,6.6,4,4,24.5,43.6,21.2,11,6,8.4,31.5,97.1,19.6,28.2,26.1,8.4,17.8,1,0.4,18.3,6.5,22.3,4.8,8,94.3,17637,37,27644,4.3,4.2,26,2.9,44.8,21.5,18.4,587,11,0.081,112.6
'Tirschenreuth','Rural','Bavaria','West',53.8,27.9,6.3,3.4,3.4,21.1,47.9,18,11.8,6,7.2,27,69.5,21.3,28.4,24.6,8.2,17.5,-3,0.2,44.1,8.8,14.3,4.4,8,95.8,17433,34.9,24343,5.3,4.1,36,2.2,23.1,9.1,7.8,581,12,0.088,59.7
'Bamberg','Urban','Bavaria','West',44.1,25.9,9.9,11.2,4.3,26.3,39.8,16.4,13.4,14.5,7.8,30.7,1278.4,21.7,25.8,28.3,9.5,14.7,1,0.3,25.6,15,47.5,4.4,15,133.6,18474,32.4,48915,6.4,5.8,31,0.2,34.6,24.4,22.7,502,2,0.296,110.5
'Bayreuth','Urban','Bavaria','West',42.1,30.9,11,8.7,3.7,26.8,38.5,19.7,16.1,12.2,6.3,33,1084.7,20.7,26.3,27.1,12.2,13.8,-1,0.5,10.2,6.4,33.5,6,17,96.7,19210,30.7,45719,7.5,6.2,28,0.2,17.5,22,25.8,478,1,0.183,104.4
'Coburg','Urban','Bavaria','West',40.1,34.2,9.7,8.1,4.2,26,37.8,23.4,12.9,11.4,7.7,31.4,852.7,23.3,28.1,25,8.5,15.1,3,0.3,26.4,11.8,32.8,7.8,21,83,21240,33.8,62461,8.2,6.2,32,0.1,18.3,17.4,12,534,1,0.159,83.9
'Hof','Urban','Bavaria','West',43,31.9,9.6,5.7,4.6,27.7,40,21.6,12.8,7.9,9.2,33.1,806.1,24.1,28.2,24.4,8.1,15.2,-4,0.2,31.2,6.4,28.2,9.1,15,93.2,17766,30.8,34397,9.1,7,34,0.1,10.5,15.7,11.5,480,2,0.171,157.3
'Bamberg','Rural','Bavaria','West',54.7,21.6,8.3,5.2,3.4,19.4,49.1,13.8,12.9,7.2,6.6,25.1,123.7,17.1,28.3,27.1,8.6,18.9,1,0.1,42.2,9.3,0,5.7,13,96.7,18494,39,18186,3.6,3.3,28,1.7,29.2,17.8,10.5,592,9,0.104,86.2
'Bayreuth','Rural','Bavaria','West',50.6,28.1,8.1,4.7,3.4,20.1,46.2,19.5,12.6,8,5.7,26.4,83.6,20.2,28.8,25.5,7.9,17.6,0,0.2,36.3,10.9,12.3,2.8,13,85.4,17812,36.6,16796,4.5,3.6,25,1.8,20.3,12.4,8.1,590,12,0.109,62.2
'Coburg','Rural','Bavaria','West',44.2,33.8,8.3,5.3,4,20.6,41.6,24,11.9,8,7.3,27.8,150.6,21.3,29,24.5,8.1,17.1,-2,0.2,27.3,7.9,13.5,7,19,89.7,21705,38.3,20746,5,4.7,24,1,32.3,10.2,6.7,576,7,0.082,118.3
'Forchheim','Rural','Bavaria','West',51.9,24.3,8.7,6.9,3,18.8,46.2,15.8,13.8,9.7,5.5,24.7,176.2,18.4,29,25.6,8.5,18.5,1,0.2,26.9,12.4,23.2,2.4,16,95.8,19308,38.6,17826,3.6,3.8,29,1.3,20.2,13.5,11.2,595,9,0.126,49.8
'Hof','Rural','Bavaria','West',46.3,31.7,8.3,4.7,4.1,21.9,43.9,23,11.1,6.7,7.5,28.3,113.4,24.4,28.7,23.3,7.3,16.2,-5,0.3,28.5,7.1,15.5,4.7,14,77.8,18326,34,23552,5.8,5,33,1.5,35.6,13.2,10.1,569,9,0.109,104.9
'Kronach','Rural','Bavaria','West',49.8,31.3,7.3,3.4,3.2,21.9,47.5,22.8,10.9,5.1,6.5,28.7,108.9,22.3,29.4,24.9,7.5,15.8,-3,0.2,17,18.4,21.9,5.7,13,66,20524,37.3,25212,4.5,3.9,22,0.9,31,10,7.7,582,8,0.088,103.5
'Kulmbach','Rural','Bavaria','West',46.3,32.3,7.7,4.8,4.3,21.9,47.1,20.7,10.7,7.4,6.7,27,113.9,21.9,29.2,25,7.5,16.4,-3,0.6,28.5,2.5,20.5,5.8,13,96.6,18794,36.5,26208,6,5.5,31,1.1,22.7,12.9,9.7,593,9,0.125,112
'Lichtenfels','Rural','Bavaria','West',55,25.3,7.3,4.1,3,22.2,51.9,16.7,11.4,6.1,5.6,27.8,131.3,21.1,28.6,25.5,8,16.8,0,0.5,21.9,8.5,17.9,5.8,15,79.5,17893,37.4,28073,5.3,4.5,29,0.7,20.8,13.7,9.2,568,9,0.094,99.5
'Wunsiedel i. Fichtelgebirge','Rural','Bavaria','West',41.7,35.2,7.5,5.2,4.6,25,39.2,25.3,10.7,6.9,9.4,31.2,127.8,25.6,29.2,22.8,7.2,15.2,-3,0.2,29.8,13.9,26.9,7.2,14,74.4,18704,33.1,24338,6.7,5.8,28,0.9,25.5,11.4,10.5,562,7,0.09,79.7
'Ansbach','Urban','Bavaria','West',38.6,34.8,8.2,9.5,4.2,27.2,34.3,22.4,12.6,12.3,9.3,35.2,404.6,22.3,27.1,25.5,8.8,16.4,2,0.9,17,2.6,32.9,4.8,12,92.6,18243,35.4,41484,5.5,6.1,22,0.4,13.1,13.2,13,522,5,0.108,60.9
'Erlangen','Urban','Bavaria','West',36.8,33.8,9.8,13.1,3.7,21.1,31.9,21.6,14.5,16,7.3,24.2,1371.7,19.1,25.2,30.4,9.4,15.9,5,0.2,20.3,7.2,40.2,4.4,16,77.7,19680,38,65235,3.9,3.7,4,0.2,67,28.3,31.6,471,1,0.21,44.7
'Fuerth','Urban','Bavaria','West',36.4,35.8,8.3,9.5,5.3,27.5,30,23.9,13.4,12.6,10.5,32.6,1800.2,19,27.7,28.3,8.3,16.7,1,0.3,20.4,10.1,23.2,9,10,128.1,21356,38.3,29733,7.3,6.6,30,0.3,23,24.2,16.1,467,1,0.177,146.9
'Nuernberg','Urban','Bavaria','West',37.7,34.6,8.2,10.1,5.1,24.7,31.8,23.6,12.8,13,9.5,30.7,2702.4,20.8,26.4,29.6,8.4,14.8,2,0.4,21.1,10.2,27.8,9.7,11,111.3,18975,34.4,41179,8,7.6,35,1.1,116.8,190.5,97.3,436,1,0.303,101.6
'Schwabach','Urban','Bavaria','West',41,32.7,9.2,8.7,4.3,22.6,35.6,22.5,13.9,11.4,8.5,29,949.3,21.1,27.7,26.1,7.6,17.4,2,0.2,43.5,5.9,26.4,8,15,100.9,20712,35.4,29387,4.9,4.5,31,0.1,10.9,7.7,5.8,571,2,0.19,47.1
'Ansbach','Rural','Bavaria','West',48.3,27.2,8,7.3,3.6,22,40.7,18,14.5,10,6.9,28.4,91.6,19.1,27.6,25.6,8.7,19,-2,0.5,19.8,11.4,18.3,7.5,16,79.8,18283,37.7,23511,3.4,3.9,23,3.8,55.4,21.7,19.6,581,15,0.088,60.8
'Erlangen-Hoechstadt','Rural','Bavaria','West',44.8,30.4,9.3,8.9,3,17.4,39.1,20.5,15.1,11.5,6,22.7,232.1,18.2,29.5,25.8,8.1,18.4,0,0.3,22.1,2.7,36.1,5,17,89.7,24683,38.9,23271,2.3,2.3,20,0.8,45.1,18.3,11.8,598,5,0.184,53.8
'Fuerth','Rural','Bavaria','West',41.6,33,9.2,7.7,3.9,17.8,35.5,21.9,14.8,11.1,7.6,23.2,372.2,20.5,30,25.4,7.3,16.8,1,0.1,50.9,8.2,36.3,4.8,12,113.7,20750,36.8,18156,3.6,3.7,29,0.7,18.8,12.5,8.8,579,4,0.131,91.3
'Nuernberger Land','Rural','Bavaria','West',42.5,33.9,8.1,8.1,3.6,18.2,36,23,13.5,12.3,6.7,23.7,208.2,21.3,29,25.1,7.5,17.1,0,0.4,21.2,5.9,24.5,8.9,14,100.3,22145,36.4,23568,3.4,3.4,28,1,43.1,24.4,19.3,571,6,0.138,58
'Neustadt a.d. Aisch-Bad Windsheim','Rural','Bavaria','West',48.8,27.5,8.3,7,3.5,22.3,41.5,17.8,13.7,10.6,6.7,28.3,77.3,19.6,28.3,25,8.5,18.6,-1,0.4,29.1,3.4,21,4.9,14,84.1,18321,37.6,21205,3,3.5,17,2.9,22.6,14.9,11.1,580,14,0.095,50.3
'Roth','Rural','Bavaria','West',49,29.6,7.6,6.5,3.4,17.6,41.2,19.4,13.9,10.5,6.6,24.3,138.9,19.3,28.4,25.7,8.2,18.4,-2,0.6,19.2,3.9,18.3,4.7,14,109.7,19640,36.9,20867,3.1,2.8,24,1.8,28.1,16.7,15,593,8,0.191,80.6
'Weissenburg-Gunzenhausen','Rural','Bavaria','West',48,30.2,7.3,6.1,3.1,22.3,41.3,20.7,12.4,9.8,6.9,29.3,95.4,20.7,28.3,24.1,8.5,18.4,-1,0.8,21.3,1.9,18.8,6.4,13,117,18223,36,23604,4.2,3.5,28,1.7,24.5,12.9,12.3,569,13,0.089,102
'Aschaffenburg','Urban','Bavaria','West',43.2,28,10.8,9.5,4.2,27,36.6,18.1,15.4,13.2,8.2,32.5,1100.1,20.3,27.3,27.9,8.2,16.3,2,0.3,24.3,7.9,35.1,4.2,15,130.3,20639,34.6,53640,5.9,5.5,26,0.1,24.4,29.9,16.4,556,1,0.18,71.5
'Schweinfurt','Urban','Bavaria','West',39.8,32.9,8,6.8,7.5,28.7,37.1,21.7,11.3,9,13.8,36,1499.5,24.2,26.7,24.7,9,15.3,3,0.4,28.7,10.9,33.6,4.6,12,124.9,17233,31.6,64976,8.1,7.8,3,0,49.4,19.2,15.7,470,1,0.134,104
'Wuerzburg','Urban','Bavaria','West',38.5,28.5,10.5,14.4,4.1,23.8,35.2,18.4,14.2,17.8,6.6,29,1520,19.5,24.7,30.9,13.1,11.9,1,0.4,13.7,9.5,37.6,6.9,16,86.9,19058,30.5,42578,5.7,3.5,33,0.4,23.7,46.3,49.2,428,1,0.203,72.3
'Aschaffenburg','Rural','Bavaria','West',48.3,26.2,10.4,7.2,3.3,18.5,41.2,17.3,15.8,10.7,6.2,24.4,247.4,19.4,29.1,25.5,8.1,17.9,-2,0.1,22.4,21.7,18,6.8,16,113.5,20349,36.8,28212,3,3.1,21,1,46.2,29,12.6,594,4,0.145,71.1
'Bad Kissingen','Rural','Bavaria','West',53.7,21.2,9.2,5.8,4.8,21.2,47.8,14.1,13.9,8.3,8.5,26.5,92.3,22.5,28.6,23.7,8,17.1,-3,0.4,34.3,6.3,23.4,3.3,13,69.5,17922,35,22744,4.6,4,22,1.2,19.2,17.3,19.6,588,10,0.09,58.8
'Rhoen-Grabfeld','Rural','Bavaria','West',55.5,19.9,9.3,5.6,4.8,20.6,49.9,13,14.3,8,8,26.4,81.7,20.1,28.4,25,8.4,18.1,-3,0.2,38.6,11.6,20.1,3.7,16,70,17869,35.2,25597,4,3.7,23,1.1,25.5,11.8,12.3,570,10,0.093,42.7
'Hassberge','Rural','Bavaria','West',50.2,24.4,9.1,5.3,5.1,19.7,44.2,17.4,13.4,7,9.2,25.6,89.3,18.9,29.3,25.1,8.6,18.1,-4,0.2,36.5,4.8,18.6,6.7,16,77.5,17367,37.4,22603,3.9,4,25,1.3,30.3,11.7,9.3,591,11,0.095,87.8
'Kitzingen','Rural','Bavaria','West',49,26,9.3,6.7,3.8,21.1,42.8,17.1,14.4,9.5,6.9,27.2,129.6,19.2,27.9,26.2,8.6,18.1,-1,0.3,35.4,7.9,28.8,3.3,16,97.3,19254,36,25245,3.5,3.2,20,3,23.6,14.9,12.7,583,10,0.13,91.8
'Miltenberg','Rural','Bavaria','West',50.2,27,9.1,6.4,2.9,20.4,43,17.5,15.4,9.5,6.3,26.7,180.3,19.5,27.8,25.7,8.3,18.7,-3,0.1,29.9,19.7,19.7,6.4,15,116.8,19278,36.5,24191,3.7,3,22,0.8,40.9,20.4,12.6,568,5,0.118,58.4
'Main-Spessart','Rural','Bavaria','West',50.1,26.7,8,6.8,3.4,19.4,44.4,18.1,12.7,10.2,6.5,25.2,97.3,20.5,29,24.8,8.2,17.4,-3,0.2,35.1,5.2,21.6,3.7,15,84.5,18688,38.2,25284,2.6,2.6,22,1.3,50.6,16.8,14.4,588,8,0.098,58
'Schweinfurt','Rural','Bavaria','West',50.5,23.2,8.4,6.6,5.6,17.7,45.6,15.6,12.6,8.9,9.3,23,134.8,20.2,29.1,24.4,8.4,17.9,-3,0.2,47.5,14,0,8.2,16,73.7,18220,38.5,19515,3,3.4,26,1.6,13.4,13.5,9.5,590,8,0.086,35.4
'Wuerzburg','Rural','Bavaria','West',45.9,27.5,9,8.9,3.7,16.4,41.3,18.9,13.5,12.1,6,21.3,165.2,18.6,29.5,25.7,8.4,17.8,-2,0.2,16.1,8,12.1,2.9,19,85.4,18569,36.5,20501,2.8,2.8,5,2.3,24.4,22.8,13.7,581,7,0.127,69.9
'Augsburg','Urban','Bavaria','West',43.8,28.5,8.8,10.9,4.2,26.7,37.9,19,12.8,13,8,34.3,1795.5,20.7,25.8,28.6,9.4,15.5,4,0.3,20.6,9.7,30.7,6.5,11,116.6,17289,34.5,39495,7.4,5.5,33,0.3,70.3,73.9,61.7,434,1,0.167,157.5
'Kaufbeuren','Urban','Bavaria','West',51.4,22.6,10.6,6.9,3.8,27.4,44.1,13.6,16.9,9.6,7.5,35.5,1046.2,22.9,27.1,24.6,8.5,17,3,0.4,22.4,6,25.4,8.6,10,105.2,19040,34.3,28652,5.9,6,27,0.1,9,9,9.9,490,1,0.12,81.5
'Kempten (Allgaeu)','Urban','Bavaria','West',47.4,25.2,10.8,7.8,3.8,28,40,15.5,16.4,11,7.3,34.7,979.9,22.9,26,25.3,9,16.7,2,0.4,19.3,4.6,23.2,10.3,10,110,20264,36.2,40247,4.6,4.9,19,0.3,15.1,22.7,15,532,2,0.146,89.9
'Memmingen','Urban','Bavaria','West',49.1,24.4,10.2,7.7,3.2,25.3,41,16.5,16.8,9.8,6.6,32.9,585.8,21.7,26.7,25.9,8.3,17.5,3,0.3,30.4,0.9,27.1,5.4,8,101.4,21975,36.4,45860,3.9,3.5,18,0.3,21.3,14.8,8.8,537,3,0.12,56.7
'Aichach-Friedberg','Rural','Bavaria','West',55.7,19.7,9.7,7.4,2.7,18.5,48.1,13,15.5,9.1,4.9,25.7,163.9,18,27.8,26.7,8.2,19.3,1,0.1,27.4,5.9,12.6,7.3,10,116.3,20775,36.4,22430,3.1,3,22,2.4,33.2,19.3,11.7,564,8,0.127,64
'Augsburg','Rural','Bavaria','West',52,22.7,10.4,7.3,3.1,20,45.2,14.8,15.8,9.4,5.7,27.7,224,19.1,28,25.9,8.2,18.9,0,0.1,27.2,13,15.5,7.8,10,118.5,20051,36.2,21161,3.2,2.9,22,2.7,51,35.7,22.9,569,6,0.118,89.8
'Dillingen a.d.Donau','Rural','Bavaria','West',55.3,21.3,9.7,5,3,22.9,47.3,13.2,16.2,7.5,6,31.6,118.7,18.1,27.4,25.9,8.8,19.7,-2,0.5,32.2,5.7,23,6.5,8,94.2,19554,38.2,24424,2.9,2.1,27,2.1,26.8,12.8,11.4,580,11,0.102,94.8
'Guenzburg','Rural','Bavaria','West',55.5,21.3,9.4,5.1,3.2,24.5,48.2,13.5,15,7.1,6,31.8,158.2,18.5,27.5,26.2,8.6,19.2,-4,0.8,22.8,10.7,23.8,9.5,8,98.3,19442,37.7,34964,2.8,2.5,24,2,39.6,19.2,17.3,574,9,0.116,66.2
'Neu-Ulm','Rural','Bavaria','West',46.2,27.2,10.7,7.7,3.4,22.3,40.2,16.8,16.7,10.4,6.9,29.4,320.3,19.2,27.3,26.8,8.5,18.2,3,0.1,13.1,7.6,19.5,7,10,103.2,19837,37.7,26560,2.9,2.5,26,1.2,54.9,30.6,15.7,551,5,0.131,90.3
'Lindau (Bodensee)','Rural','Bavaria','West',48.4,23.7,11.1,9.6,3.5,21.6,42.3,14.4,16.2,12.9,6.2,27.9,246.9,22,26.8,25.5,7.6,18.2,1,0.3,32,3.7,26.2,5,11,100.5,20254,32.9,25128,3,2.1,24,1.8,24.8,13.3,9.4,552,7,0.13,44.3
'Ostallgaeu','Rural','Bavaria','West',57.8,17.6,10.6,6.8,2.5,20.4,48.4,11.5,16,9.7,4.8,27.5,96.1,19.9,27.2,25.5,8.2,19.2,2,0.2,28.9,4.7,16.6,4,8,104.9,19415,34.9,25353,2.8,2.7,18,5,38.5,19,15.7,556,13,0.12,48.8
'Unterallgaeu','Rural','Bavaria','West',60.4,16.1,9.7,5.8,2.7,21.2,47.2,10.7,18.1,8.1,5.3,29,110,20.1,26.8,25.3,8.2,19.5,-1,0.2,46.5,0.7,15,3.1,8,102.9,20548,36.1,25498,2.3,2.1,14,5,44,18.5,13.5,584,13,0.118,50.1
'Donau-Ries','Rural','Bavaria','West',56.9,23.8,7.3,5.2,2.5,20.7,49.1,15.1,13.5,7.8,5.8,27.8,101.3,19,27.2,26.3,8.5,19.1,-2,0.3,24.3,1.8,17.4,4,12,100.6,19711,37.6,35911,2.5,1.9,28,3.1,52.1,28.4,16.5,593,12,0.091,46.6
